Country,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Happiness score,EPI.new,HLT.new,AIR.new,H2O.new,COE.new,BDH.new,Population (2020)
Panama,72.86460603480049,78.82224281136521,87.60809111291063,75.90759585592076,89.89392824741935,23.437846326782775,93.12274404929715,72.08787151559905,53.55932203389829,45.13805522208884,51.16279069767442,40.63157894736842,66.2,91.43192488262912,4326296.0
Paraguay,75.31864644028823,65.29053120014939,88.72435090874698,62.486239391447896,93.6952145099618,36.54828195868764,87.15263130990756,58.5933173343179,37.288135593220325,40.21608643457383,41.63898117386489,44.84210526315789,51.4,68.66197183098592,7147553.0
Peru,71.51043620003936,64.31550869418658,78.58034759678208,80.41805391842036,67.02704420985071,16.624971865687765,92.76577772290491,58.2425696880192,35.423728813559315,38.05522208883554,39.64562569213732,40.10526315789473,54.5,57.15962441314554,33050211.0
Philippines,72.64244731056397,56.93887002825045,72.69185678312216,45.32453213930927,90.90078743971588,36.8097258979395,72.32757954285111,64.61140852870594,16.94915254237288,23.64945978391357,22.36987818383167,35.78947368421052,49.2,56.80751173708921,109830324.0
Poland,83.5177084963602,81.69765763615806,87.00020689932947,76.89768821776329,73.08003669269263,13.150298669719811,65.53227629139798,68.65423666235925,53.72881355932203,49.93997599039616,38.42746400885935,70.3157894736842,55.7,95.65727699530515,37839255.0
Portugal,72.44834684863616,81.34140933734923,83.81448899952409,86.35864166217073,90.55245914708664,21.47440316365971,93.89094025216916,66.67897360162452,53.38983050847457,78.27130852340936,80.17718715393133,82.63157894736842,66.4,75.93896713615024,10191409.0
Romania,79.96154930935464,79.98119140346896,79.58397380049846,67.87680566545953,79.23400472080351,17.294889624294004,99.9826952169651,75.18921912497694,62.881355932203384,40.576230492196885,37.098560354374314,53.68421052631579,54.3,88.38028169014085,19214608.0
Russia,73.86791447295866,76.68082771899518,91.4153460216489,59.73596417927689,69.02432354155124,29.450808948002944,78.02118234873976,56.39652944434188,31.525423728813557,47.05882352941177,47.729789590254704,53.1578947368421,54.5,45.30516431924883,145945524.0
Saudi Arabia,79.10290288200841,86.1540142091151,88.80539320867972,56.545651647697525,90.42631540174764,34.62009031274795,37.68040755345177,76.03839763706848,32.20338983050846,37.21488595438176,30.011074197120703,57.157894736842096,51.3,27.58215962441315,34905942.0
Senegal,56.22987252774233,43.512124992170925,50.35415827769161,37.62376154523031,66.04588806710441,44.09477600591673,89.03029378834415,48.7723832379546,25.423728813559315,11.884753901560623,18.16168327796235,8.526315789473685,53.9,69.60093896713614,16816539.0
Serbia,76.9883127242722,71.63261104433846,87.4838687949035,67.76678794243361,81.6045383492123,69.44359643072094,83.00416682042774,69.66955879638176,42.372881355932186,36.25450180072029,26.245847176079735,63.78947368421051,53.1,48.00469483568076,8731081.0
Sierra Leone,19.83890534320759,30.73710478508869,36.208869649187974,15.621559847861988,49.30553327016054,49.92062716430823,89.98501954185457,21.59867085102455,23.389830508474574,9.963985594237696,17.60797342192691,6.947368421052631,23.9,53.28638497652583,8004158.0
